table_name,documentation
district_wise_start_up_bihar,"Table : district_wise_start_up_bihar
Purpose : Stores data about the distribution, approval status (SMIC), and funding (first and second seed funding) of start-ups across districts in Bihar.
Column Summary:
focus_area : text : - The department or sector under which the start-up data is categorized.
state_name : text : - Name of the state where the start-ups are located (Bihar).
year : text : - Year in which the start-up data was recorded.
district_name : text : - Name of the district in Bihar where the start-up is located.
smic_approved : text : - Count of start-ups approved by the State Level Sanctioning and Monitoring Committee (SMIC) in the district.
first_seed_funding : text : - Amount of first seed funding provided to start-ups in the district.
second_seed_funding : text : - Amount of second seed funding provided to start-ups in the district."
district_wise_student_dropout,"Table : district_wise_student_dropout
Purpose : Stores district-level dropout rates for boys and girls at primary, upper primary, and secondary education levels across various Indian states.
Column Summary:
id : text : - Unique identifier for the record.
district_name : text : - Name of the district.
district_lgd_code : text : - Local Government Directory (LGD) code for the district.
state_name : text : - Name of the state.
state_lgd_code : text : - Local Government Directory (LGD) code for the state.
primary_dropout_rate_girls : text : - Dropout rate for girls at the primary education level (e.g., percentage).
primary_dropout_rate_boys : text : - Dropout rate for boys at the primary education level (e.g., percentage).
upper_primary_dropout_rate_girls : text : - Dropout rate for girls at the upper primary education level (e.g., percentage).
upper_primary_dropout_rate_boys : text : - Dropout rate for boys at the upper primary education level (e.g., percentage).
secondary_dropout_rate_girls : text : - Dropout rate for girls at the secondary education level (e.g., percentage).
secondary_dropout_rate_boys : text : - Dropout rate for boys at the secondary education level (e.g., percentage)."
district_wise_subject_proficiency,"Table : district_wise_subject_proficiency
Purpose : Stores district-wise subject proficiency levels for students in Classes 3, 5, and 8 across various Indian states, focusing on the percentage of students performing at basic or below basic levels in different subjects.
Column Summary:
id : text : - Unique identifier for the record.
district_name : text : - Name of the district.
district_lgd_code : text : -  Local Government Directory (LGD) code for the district.
state_name : text : - Name of the state.
state_lgd_code : text : - Local Government Directory (LGD) code for the state.
proficiency_basic_and_below_basic_language_class_three : text : - Percentage of students in Class 3 with basic or below basic proficiency in language.
proficiency_basic_and_below_basic_mathematics_class_three : text : - Percentage of students in Class 3 with basic or below basic proficiency in mathematics.
proficiency_basic_and_below_basic_evs_class_three : text : - Percentage of students in Class 3 with basic or below basic proficiency in environmental studies (EVS).
proficiency_basic_and_below_basic_language_class_five : text : - Percentage of students in Class 5 with basic or below basic proficiency in language.
proficiency_basic_and_below_basic_mathematics_class_five : text : - Percentage of students in Class 5 with basic or below basic proficiency in mathematics.
proficiency_basic_and_below_basic_evs_class_five : text : - Percentage of students in Class 5 with basic or below basic proficiency in environmental studies (EVS).
proficiency_basic_and_below_basic_language_class_eight : text : - Percentage of students in Class 8 with basic or below basic proficiency in language.
proficiency_basic_and_below_basic_science_class_eight : text : - Percentage of students in Class 8 with basic or below basic proficiency in science.
proficiency_basic_and_below_basic_mathematics_class_eight : text : - Percentage of students in Class 8 with basic or below basic proficiency in mathematics.
proficiency_basic_and_below_basic_social_science_class_eight : text : - Percentage of students in Class 8 with basic or below basic proficiency in social science."
district_wise_type_of_school_management_2023_24,"Table : district_wise_type_of_school_management_2023_24
Purpose : Stores information about different types of educational institutions, categorized by district and management type, including government, private, and other specialized schools, for the year 2023-24.
Column Summary:
sector_name : text : - Name of the sector to which the educational data belongs.
focus_area : text : - Department or area of focus for the data collection (e.g., Education).
year : text : - The academic year for which the data is recorded (2023-24).
state_name : text : - Name of the state where the educational institutions are located.
district_name : text : - Name of the district where the educational institutions are located.
block_name : text : - Name of the block where the educational institutions are located.
department_of_education : text : - Count or data related to schools managed or overseen by the Department of Education.
private_unaided_recognized : text : - Count or data related to private unaided recognized schools.
school_college_affiliated : text : - Count or data related to schools or colleges that are affiliated.
unrecognized : text : - Count or data related to unrecognized schools.
constituent_college : text : - Count or data related to constituent colleges.
local_body : text : - Count or data related to schools managed by local bodies.
buniyadi_school : text : - Count or data related to Buniyadi schools.
recognized_aided_sanskrit_school : text : - Count or data related to recognized aided Sanskrit schools.
madrasa_unaided_recognized : text : - Count or data related to unaided recognized Madrasas.
project_girls_high_school : text : - Count or data related to Project Girls' High Schools.
rajkiya_high_school : text : - Count or data related to Rajkiya High Schools.
madarsa_unrecognized : text : - Count or data related to unrecognized Madrasas.
social_welfare_department : text : - Count or data related to schools managed by the Social Welfare Department.
madrasa_aided_recognized : text : - Count or data related to aided recognized Madrasas.
recognized_government_unaided_sanskrit_school : text : - Count or data related to recognized government unaided Sanskrit schools.
tribal_welfare_department : text : - Count or data related to schools managed by the Tribal Welfare Department.
sainik_school : text : - Count or data related to Sainik Schools.
railway_school : text : - Count or data related to Railway Schools.
partially_govt_aided : text : - Count or data related to partially government aided schools."
drone_arrests_and_seizures_district_wise_year_wise,"Table : drone_arrests_and_seizures_district_wise_year_wise
Purpose : Stores detailed data about drone-based enforcement activities by the Prohibition and Excise department in Bihar, covering arrests, seizures of illegal liquor and vehicles, organized by district and year from 2022 to 2024.
Column Summary:
state_name : text : - Name of the state where the enforcement activity took place (Bihar).
focus_area : text : - The department or agency responsible for the enforcement (Prohibition and Excise).
year : text : - Year in which the enforcement activity occurred.
type_of_raid : text : - Type or purpose of the raid conducted.
district_name : text : - Name of the district where the raid was conducted.
total_raids_conducted : text : - Total number of raids conducted in the specified district and year.
total_cases_registered : text : - Total number of cases registered as a result of the raids.
total_arrested_people : text : - Total number of people arrested during the raids.
total_people_taken_for_custody : text : - Total number of people taken into custody during the raids.
seized_illegal_country_made_liquor_in_litres : text : - Amount of illegal country-made liquor seized in litres.
seized_illegal_foreign_made_liquor_in_litres : text : - Amount of illegal foreign-made liquor seized in litres.
seized_illegal_total_liquor_in_litres : text : - Total amount of illegal liquor seized in litres (sum of country-made and foreign-made).
seized_java_jaggery_solution_and_other_items_in_kgs : text : - Amount of java jaggery solution and other related items seized in kilograms.
seized_two_wheeler_vehicles : text : - Number of two-wheeler vehicles seized during the raids.
seized_three_wheeler_vehicles : text : - Number of three-wheeler vehicles seized during the raids.
seized_four_wheeler_vehicles : text : - Number of four-wheeler vehicles seized during the raids.
seized_trucks : text : - Number of trucks seized during the raids.
total_seized_vehicles : text : - Total number of all types of vehicles seized during the raids."
educational_schemes_under_udise_year_wise,"Table : educational_schemes_under_udise_year_wise
Purpose : Contains UDISE data for Bihar, covering various educational schemes from 2020-21 to 2023-24, including beneficiary counts, transferred amounts, successful beneficiaries, refunded amounts, and scheme details.
Column Summary:
focus_area : text : - The department or area of focus for the educational scheme.
state_name : text : - The name of the state where the scheme is implemented (Bihar).
scheme_name : text : - The name of the specific educational scheme.
year : text : - The year for which the data is recorded (e.g., 2020-21, 2023-24).
total_beneficiary_count : text : - The total number of beneficiaries for the scheme in the given year.
total_transferred_amount_in_rupees : text : - The total amount of money transferred under the scheme in Rupees.
successful_beneficiary_count : text : - The number of beneficiaries who successfully received the transferred amount.
successful_transferred_amount_in_rupees : text : - The total amount successfully transferred to beneficiaries in Rupees.
refunded_beneficiary_count : text : - The number of beneficiaries whose amounts were refunded.
refunded_amount_in_rupees : text : - The total amount refunded in Rupees."
elabharthi_beneficiaries_scheme_wise,"Table : elabharthi_beneficiaries_scheme_wise
Purpose : Stores data on beneficiaries and amounts disbursed under various pension schemes within Bihar's e-Labharthi program.
Column Summary:
pension_scheme : text : - Name of the pension scheme (e.g., Mukhyamantri Vridhjan Pension Yojna (MVPY), Disabled Pension, Old Age Pensions).
total_beneficiaries : text : - Total number of beneficiaries enrolled in the specified pension scheme.
total_amount : text : - Total amount disbursed under the specified pension scheme.
focus_area : text : - The department or sector under which the data is collected and stored (likely Social Welfare or a related department).
state_name : text : - Name of the state (Bihar)."
elabharthi_pension_beneficiaries_category_wise,"Table : elabharthi_pension_beneficiaries_category_wise
Purpose : Stores data on pension beneficiaries in Bihar under the e-Labharthi program, categorized by different social categories, along with the total number of beneficiaries and the total amount disbursed.
Column Summary:
category_name : text : - Name of the beneficiary category (e.g., BC, EBC, General, Minority, SC, ST).
total_beneficiaries : text : - Total number of beneficiaries belonging to the specified category.
total_amount_in_rupees : text : - Total amount disbursed to beneficiaries of the specified category in Indian Rupees.
state_name : text : - Name of the state (Bihar).
focus_area : text : - Department or sector focus, likely related to social welfare or pensions."
electricity_board_financial_performance_transaction_year_wise,"Table : electricity_board_financial_performance_transaction_year_wise
Purpose : Stores data on the financial performance of electricity boards, tracking transactions over different years, categorized by focus area, state, transaction type, and specific particulars.
Column Summary:
focus_area : text : - Broad area of focus within the electricity sector (e.g., Generation, Transmission, Distribution).
state_name : text : - Name of the state to which the financial data pertains.
transaction_type : text : - Type of financial transaction recorded (e.g., Revenue, Expenditure, Subsidy).
particulars : text : - Specific description of the financial item or sub-category within the transaction type (e.g., Fuel Cost, Salary Expenses).
year : text : - Year for which the financial transaction data is recorded.
rupees_in_crore : text : - Financial value of the transaction recorded in crore rupees."
engineering_college_students_district_branch_year_wise,"Table : engineering_college_students_district_branch_year_wise
Purpose : Stores data about student admissions in engineering colleges, categorized by district, branch, and year, including regular and lateral entry admissions.
Column Summary:
state_name : text : - Name of the state where the engineering college is located.
focus_area : text : - Indicates the focus area or department responsible for the data.
year : text : - Academic year for which the admission data is recorded.
college_name : text : - Name of the engineering college.
district_name : text : - Name of the district where the engineering college is located.
branch_name : text : - Name of the engineering branch (e.g., Computer Science, Mechanical Engineering).
admissions_via_regular_entry : text : - Number of students admitted through the regular admission process.
admissions_via_lateral_entry : text : - Number of students admitted through lateral entry (direct admission to a higher semester)."
engineering_polytechnic_faculty_strength_post_wise_branch_wise,"Table : engineering_polytechnic_faculty_strength_post_wise_branch_wise
Purpose : Stores data about faculty strength in engineering and polytechnic institutions in Bihar, categorized by faculty posts, academic branches, and institution types.
Column Summary:
focus_area : text : - The department or area to which the data pertains.
state_name : text : - Name of the state (Bihar).
year : text : - The year for which the faculty strength data is recorded.
education_type : text : - Type of educational institution (e.g., Engineering, Polytechnic).
post_name : text : - Designation or position of the faculty member (e.g., Professor, Lecturer).
branch_name : text : - Academic branch or department of the faculty member (e.g., Computer Science, Civil Engineering).
strength : text : - Number representing the faculty strength for the given post, branch, and institution type."
enrollment_of_students_category_wise_year_wise,"Table : enrollment_of_students_category_wise_year_wise
Purpose : Stores school enrollment data for Bihar from 2022-2024, broken down by social category, gender, and class level, for each school.
Column Summary:
year : text : - Academic year for the enrollment data (2022-2024).
state_name : text : - Name of the state (Bihar).
focus_area : text : - Department or sector focus.
district_name : text : - Name of the district.
block_name : text : - Name of the block.
school_name : text : - Name of the school.
school_management : text : - Type of school management (e.g., government, private).
social_category : text : - Social category of the students (e.g., General, SC, ST, OBC).
pre_primary_three_boys : text : - Number of boys enrolled in Pre-Primary Three.
pre_primary_three_girls : text : - Number of girls enrolled in Pre-Primary Three.
pre_primary_two_boys : text : - Number of boys enrolled in Pre-Primary Two.
pre_primary_two_girls : text : - Number of girls enrolled in Pre-Primary Two.
pre_primary_one_boys : text : - Number of boys enrolled in Pre-Primary One.
class_one_boys : text : - Number of boys enrolled in Class One.
class_one_girls : text : - Number of girls enrolled in Class One.
class_two_boys : text : - Number of boys enrolled in Class Two.
class_two_girls : text : - Number of girls enrolled in Class Two.
class_three_boys : text : - Number of boys enrolled in Class Three.
class_three_girls : text : - Number of girls enrolled in Class Three.
class_four_boys : text : - Number of boys enrolled in Class Four.
class_four_girls : text : - Number of girls enrolled in Class Four.
class_five_boys : text : - Number of boys enrolled in Class Five.
class_five_girls : text : - Number of girls enrolled in Class Five.
class_six_boys : text : - Number of boys enrolled in Class Six.
class_six_girls : text : - Number of girls enrolled in Class Six.
class_seven_boys : text : - Number of boys enrolled in Class Seven.
class_seven_girls : text : - Number of girls enrolled in Class Seven.
class_eight_boys : text : - Number of boys enrolled in Class Eight.
class_eight_girls : text : - Number of girls enrolled in Class Eight.
class_nine_boys : text : - Number of boys enrolled in Class Nine.
class_nine_girls : text : - Number of girls enrolled in Class Nine.
class_ten_boys : text : - Number of boys enrolled in Class Ten.
class_ten_girls : text : - Number of girls enrolled in Class Ten.
class_eleven_boys : text : - Number of boys enrolled in Class Eleven.
class_eleven_girls : text : - Number of girls enrolled in Class Eleven.
class_twelve_boys : text : - Number of boys enrolled in Class Twelve.
class_twelve_girls : text : - Number of girls enrolled in Class Twelve."
expected_area_of_crop_irrigation_yearwise,"Table : expected_area_of_crop_irrigation_yearwise
Purpose : Stores the expected area under irrigation for Kharif and Rabi crops, measured in hectares per cusec, on a yearly basis from 2015-21.
Column Summary:
sector_name : varchar : - Name of the sector to which the data belongs.
sector_id : varchar : - Unique identifier for the sector.
focus_area : varchar : - The specific area of focus for the data collection (e.g., Irrigation Department).
crop_name : varchar : - Name of the crop for which irrigation data is recorded.
year : varchar : - Year for which the irrigation data is recorded (2015-21).
duty_of_crop : varchar : - Expected area of irrigation for a specific crop, measured in hectare per cubic meter.
crop_unit : varchar : - Unit of measurement for the crop irrigation duty (Hectare per Cubic meters).
source : varchar : - Source of the data, likely the department or organization providing the information (Water Resources Department, Government of Bihar)."
faculty_attendees_course_wise_details,"Table : faculty_attendees_course_wise_details
Purpose : Contains information about faculty members who have conducted courses at the Bihar Institute of Public Administration and Rural Development (BIPARD), providing insights into course details, faculty involvement, and training distribution.
Column Summary:
course_name : text : - Name of the course conducted.
course_start_date : text : - Date when the course started.
course_end_date : text : - Date when the course ended.
subject_name : text : - Name of the subject taught in the course.
faculty_name : text : - Name of the faculty member who conducted the course.
state_name : text : - Name of the state where the training was conducted (likely Bihar).
focus_area : text : - Department or area of focus for the course.
course_duration_days : text : - Duration of the course in days."
faculty_feedback_course_wise_details,"Table : faculty_feedback_course_wise_details
Purpose : Stores faculty performance feedback data for courses conducted at the Bihar Institute of Public Administration and Rural Development (BIPARD).
Column Summary:
course_name : text : - Name of the course for which feedback was collected.
course_start_date : text : - Starting date of the course.
course_end_date : text : - Ending date of the course.
group_name : text : - Name of the group participating in the course.
faculty_name : text : - Name of the faculty member who taught the course.
subject_name : text : - Name of the subject taught by the faculty.
session_handled : text : - Rating or feedback on the faculty's handling of session.
subject_knowledge : text : - Rating or feedback on the faculty's subject knowledge.
communication : text : - Rating or feedback on the faculty's communication skills.
methodology : text : - Rating or feedback on the faculty's teaching methodology.
interaction : text : - Rating or feedback on the faculty's interaction with students.
question_handling : text : - Rating or feedback on the faculty's ability to handle questions.
overall_ratings : text : - Overall rating of the faculty's performance.
course_duration_days : text : - Duration of the course in days.
focus_area : text : - Department or sector focus of the data collection.
Feedback_date : text : - Date when the feedback was submitted.
state_name : text : - Name of the state where the feedback was collected (Bihar)."
farmers_under_vegfed_scheme_block_wise_category_wise,"Table : farmers_under_vegfed_scheme_block_wise_category_wise
Purpose : Stores data about the number of farmers registered under the VEGFED Scheme in Bihar for the year 2024-25, categorized by district, block, and social category (SC, ST, BC, EBC).
Column Summary:
focus_area : text : - Indicates the specific area or department to which the data relates (likely related to Agriculture or Farmer welfare).
year : text : - The year for which the data is recorded, specifically 2024-25.
state_name : text : - The name of the state, which is Bihar in this dataset.
block_name : text : - The name of the block where the farmers are registered.
district_name : text : - The name of the district where the farmers are registered.
category_name : text : - The social category of the registered farmers (e.g., SC, ST, BC, EBC).
number_of_registred_farmers : text : - The number of farmers registered under the VEGFED scheme for the given block, district, and category."
fertilizer_consumption_year_wise,"Table : fertilizer_consumption_year_wise
Purpose : Stores annual fertilizer consumption data for Bihar, detailing the quantity of various fertilizers used from 2018 to 2023 and fertilizer consumption per hectare.
Column Summary:
year : text : - Year of fertilizer consumption data (from 2018 to 2023).
state_name : text : - Name of the state (Bihar).
focus_area : text : - Department or sector focus (Agriculture/Fertilizer Consumption).
urea_metric_tons : text : - Quantity of urea fertilizer consumed in metric tons.
dap_metric_tons : text : - Quantity of DAP (Diammonium Phosphate) fertilizer consumed in metric tons.
mop_metric_tons : text : - Quantity of MOP (Muriate of Potash) fertilizer consumed in metric tons.
ssp_metric_tons : text : - Quantity of SSP (Single Super Phosphate) fertilizer consumed in metric tons.
ammonium_sulphate_metric_tons : text : - Quantity of ammonium sulphate fertilizer consumed in metric tons.
total_metric_tons : text : - Total quantity of all fertilizers consumed in metric tons.
fertilizer_consumption_per_hectare_in_kg : text : - Fertilizer consumption per hectare in kilograms."
fisheries_water_bodies_district_wise_year_wise,"Table : fisheries_water_bodies_district_wise_year_wise
Purpose : Stores information about fisheries water bodies, organized by district and year, including owner and entity names.
Column Summary:
state_name : text : - Name of the state where the fisheries water body is located.
focus_area : text : - Department or sector focus (e.g., Fisheries).
year : text : - Year the data was recorded.
district : text : - Name of the district where the fisheries water body is located.
name_of_owner : text : - Name of the owner of the fisheries water body.
name_of_entity : text : - Name of the entity associated with the fisheries water body."
flood_preparedness_scorecard_block_wise_district_wise,"Table : flood_preparedness_scorecard_block_wise_district_wise
Purpose : Contains the flood preparedness scorecard data for districts and blocks in Bihar, detailing the availability and condition of resources, infrastructure, and personnel crucial for flood response and mitigation.
Column Summary:
state : text : - Name of the state (Bihar).
focus_area : text : - Department or sector focus area (e.g., Disaster Management).
year : text : - Year for which the flood preparedness data is recorded.
district_name : text : - Name of the district.
block_name : text : - Name of the block within the district.
total_panchayats_in_the_block : text : - Total number of panchayats in the block.
total_flood_prone_panchayats_in_the_block : text : - Number of panchayats in the block that are prone to flooding.
total_villages_in_the_block : text : - Total number of villages in the block.
total_flood_prone_villages_in_the_block : text : - Number of villages in the block that are prone to flooding.
total_no_of_urban_bodies_in_the_block : text : - Total number of urban local bodies in the block.
total_flood_prone_urban_bodies_in_the_block : text : - Number of urban local bodies in the block that are prone to flooding.
total_no_of_urban_wards_in_the_block : text : - Total number of urban wards in the block.
total_flood_prone_urban_wards_in_the_block : text : - Number of urban wards in the block that are prone to flooding.
number_of_rain_gauge_machines_available_in_the_block : text : - Number of rain gauge machines available in the block.
number_of_rain_gauge_machines_that_need_repair_in_the_block : text : - Number of rain gauge machines in the block that require repair.
percentage_of_rain_gauge_machines_that_are_functional : text : - Percentage of rain gauge machines in the block that are functional.
number_of_boats_required_in_the_block : text : - Number of boats required in the block for flood response.
number_of_boats_with_private_boat_owners_in_the_block : text : - Number of boats available with private owners in the block.
number_of_government_boats_available_in_the_block : text : - Number of government-owned boats available in the block.
number_of_government_boats_to_be_repaired_in_the_block : text : - Number of government-owned boats in the block that need repair.
number_of_government_and_private_boats_ready_for_the_deployment : text : - Number of government and private boats ready for deployment.
percentage_of_government_and_private_boats_available : text : - Percentage of the required number of boats that are actually available.
number_of_boat_owners_in_the_blocks_with_outstanding_payments : text : - Number of boat owners with outstanding payments.
number_of_generator_sets_available : text : - Number of generator sets available in the block.
number_of_government_supplied_life_jackets_in_the_block : text : - Number of government-supplied life jackets available in the block.
number_of_government_supplied_life_jackets_in_in_the_block : text : - Number of government-supplied life jackets available in the block. (Duplicate column - likely an error).
number_of_government_supplied_mahajals_available_in_the_block : text : - Number of government-supplied 'mahajals' (large nets) available in the block.
number_of_government_supplied_tents_available_in_the_block : text : - Number of government-supplied tents available in the block.
number_of_government_supplied_tents_in_the_block : text : - Number of government-supplied tents available in the block. (Duplicate column - likely an error).
number_of_sites_setting_up_cattle_camps : text : - Number of sites designated for setting up cattle camps.
identification_of_localized_godowns : text : - Status of identification of localized godowns (storage facilities).
number_of_teams_constituted_in_the_blocks_for_search_and_rescue : text : - Number of search and rescue teams constituted in the block.
number_of_trained_divers_gotakhor_available_in_the_block : text : - Number of trained divers ('gotakhor') available in the block.
number_of_sites_in_the_block_use_as_safe_shelter : text : - Number of sites in the block that can be used as safe shelters.
safe_shelter_sites_having_lights_potable_water_separate_toilets : text : - Description of safe shelter sites and availability of basic amenities.
number_of_sites_in_the_block_for_setting_up_mega_camps : text : - Number of sites identified for setting up mega camps.
number_of_sites_setting_up_community_kitchen : text : - Number of sites designated for setting up community kitchens.
locations_in_the_block_deployment_of_boats_life_jackets : text : - Locations in the block designated for deployment of boats and life jackets.
people_trained_in_search_rescue_relief_operations : text : - Number of people trained in search, rescue, and relief operations.
percentage_of_household_list_verified_by_designated_officers : text : - Percentage of household lists verified by designated officers.
percentage_of_aadhar_card_seeding_completed_against_household : text : - Percentage of Aadhaar card seeding completed against households.
number_of_households_as_per_the_updated_list : text : - Number of households as per the updated list."
flood_preparedness_scorecard_district_wise,"Table : flood_preparedness_scorecard_district_wise
Purpose : Contains district-wise flood preparedness assessment data for Bihar, covering resource availability, condition, and preparedness activities over different years.
Column Summary:
state_name : text : - Name of the state (Bihar).
focus_area : text : - Department or area of focus for the data.
year : text : - Year of the assessment.
district_name : text : - Name of the district.
government_supplied_inflatable_lighting_system : text : - Number of government-supplied inflatable lighting systems available.
government_supplied_inflatable_lighting_system_need_repairing : text : - Number of government-supplied inflatable lighting systems that need repairing.
government_supplied_inflatable_lighting_system_for_deployment : text : - Number of government-supplied inflatable lighting systems available for deployment.
government_supplied_gps_sets : text : - Number of government-supplied GPS sets available.
government_supplied_satellite_phone : text : - Number of government-supplied satellite phones available.
government_supplied_functional_satellite_phone : text : - Number of government-supplied functional satellite phones.
places_identified_for_packaging_dry_ration_packets : text : - Number of places identified for packaging dry ration packets.
total_estimated_polythene_sheets_required : text : - Total estimated number of polythene sheets required.
total_polythene_sheets_available : text : - Total number of polythene sheets available.
polythene_sheets_available_in_good_condition_in_the_district : text : - Number of polythene sheets available in good condition in the district.
percentage_of_polythene_sheets_in_good_condition : text : - Percentage of polythene sheets available in good condition.
whether_ndrf_sdrf_has_been_deployed_in_the_district : text : - Indicates whether NDRF/SDRF has been deployed in the district (e.g., Yes/No).
awareness_campaign_mock_drills_conducted_by_ndrf_sdrf : text : - Number of awareness campaigns/mock drills conducted by NDRF/SDRF.
government_supplied_gps_sets_need_repairing : text : - Number of government-supplied GPS sets that need repairing.
sites_identified_for_setting_up_cattle_camps_and_arrangement : text : - Number of sites identified for setting up cattle camps and arrangements.
updated_household_list_verified_by_officers : text : - Indicates whether the updated household list has been verified by officers (e.g., Yes/No or a count).
percentage_of_aadhar_card_number_seeding_completed : text : - Percentage of Aadhaar card number seeding completed.
places_identified_for_packaging_of_dry_ration_packets : text : - Number of places identified for packaging of dry ration packets.
boats_for_which_agreement_with_private_boat_owners_has_been_made : text : - Number of boats for which agreements with private boat owners have been made.
percentage_of_boats_government_private_available : text : - Percentage of boats (government and private) available.
satellite_phone_need_repairing : text : - Number of satellite phones that need repairing."
ganja_bhang_seized_arrests_made_district_wise_year_wise,"Table : ganja_bhang_seized_arrests_made_district_wise_year_wise
Purpose : Contains district-wise and year-wise statistics on prohibition and excise enforcement in Bihar from 2016 to 2024, detailing reported cases, arrests, and the quantity of seized contraband substances.
Column Summary:
state_name : text : - Name of the state (Bihar).
focus_area : text : - Indicates the department or area of focus for the data collection (e.g., Prohibition and Excise).
district_name : text : - Name of the district in Bihar.
year : text : - Year of the reported data (from 2016 to 2024).
cases_reported : text : - Number of cases reported related to drug prohibition.
number_of_arrests : text : - Number of arrests made in connection with the reported cases.
seized_ganja_in_kgs : text : - Quantity of ganja seized, measured in kilograms.
seized_charas_in_kgs : text : - Quantity of charas seized, measured in kilograms.
seized_afeem_in_kgs : text : - Quantity of afeem (opium) seized, measured in kilograms.
seized_heroine_in_kgs : text : - Quantity of heroine seized, measured in kilograms.
seized_bhaang_in_kgs : text : - Quantity of bhaang seized, measured in kilograms.
seized_cough_syrup_in_kgs : text : - Quantity of cough syrup seized, measured in kilograms."
gap_in_entry_target_pmay_scheme,"Table : gap_in_entry_target_pmay_scheme
Purpose : Stores data on the gaps in entering target information for the Pradhan Mantri Awas Yojana (PMAY) scheme, specifically tracking the total number of targets and the number of targets yet to be entered at the district, block, and state levels.
Column Summary:
district_name : text : - Name of the district.
year : text : - Year for which the target data is recorded.
block_name : text : - Name of the block.
total_number_of_targets : text : - Total number of targets assigned.
number_of_targets_yet_to_be_entered : text : - Number of targets for which data has not yet been entered.
state_name : text : - Name of the state.
focus_area : text : - Department or sector focus."
gramin_tola_sampark_nischay_yojana_targets_and_achievements,"Table : gramin_tola_sampark_nischay_yojana_targets_and_achievements
Purpose : Stores target and achievement data for the Gramin Tola Sampark Nischay Yojana, a scheme focused on connecting rural settlements with all-weather roads. Includes project targets, planned road lengths, existing infrastructure, ongoing projects, and completed works.
Column Summary:
state_name : text : - Name of the state implementing the scheme.
year : text : - Year for which the targets and achievements are recorded.
district_name : text : - Name of the district where the scheme is being implemented.
focus_area : text : - Department or sector focus area for the scheme.
scheme_name : text : - Name of the scheme (Gramin Tola Sampark Nischay Yojana).
target_number_of_projects_for_connecting_settlement_to_roads : text : - The planned number of projects aimed at connecting settlements to roads.
target_length_for_connecting_settlement_to_roads_in_kms : text : - The planned length of roads (in kilometers) to connect settlements.
existing_number_of_projects_connecting_settlement_to_roads : text : - The existing number of projects already connecting settlements to roads.
length_of_existing_roads_connecting_to_settlements_in_kms : text : - The length (in kilometers) of existing roads connecting to settlements.
number_of_projects_in_process_to_connect_settlement_to_roads : text : - Number of ongoing projects aimed at connecting settlements to roads.
length_of_roads_in_process_to_connect_to_settlements_in_kms : text : - Length (in kilometers) of roads currently under construction to connect to settlements.
target_number_of_projects_for_connecting_settlement_to_roads.1 : text : - This appears to be a duplicate or possibly revised target number of projects for connecting settlements to roads. Needs further investigation to confirm.
target_length_of_roads_for_connecting_to_settlements_in_kms : text : - This appears to be a duplicate or possibly revised target road length (in kilometers) for connecting settlements to roads. Needs further investigation to confirm.
total_number_of_achieved_projects : text : - The total number of projects successfully completed under the scheme.
road_length_achieved_in_km : text : - The total length (in kilometers) of roads constructed under the scheme."
growth_in_per_capita_electricity_year_wise,"Table : growth_in_per_capita_electricity_year_wise
Purpose : Tracks the per capita electricity consumption across different states over the years, providing insights into energy usage trends and regional development.
Column Summary:
focus_area : text : - The department or sector that the data pertains to (e.g., Energy Department).
state : text : - The name of the state for which the electricity consumption data is recorded.
year : text : - The year for which the per capita electricity consumption is recorded.
per_capita_consumption_in_unit : text : - The per capita electricity consumption for the given state and year, measured in units (e.g., kWh)."
growth_of_electricity_consumers_year_wise,"Table : growth_of_electricity_consumers_year_wise
Purpose : Contains data on the growth of electricity consumers in different states over the years, measured in lakhs (hundreds of thousands).
Column Summary:
focus_area : text : - The department or sector under which the data is categorized (e.g., energy, power).
state : text : - Name of the state for which the electricity consumer data is recorded.
year : text : - Year for which the number of electricity consumers is recorded.
number_of_consumer_in_lakhs : text : - Number of electricity consumers in the specified state and year, measured in lakhs."
handpumps_in_bihar_year_wise_district_wise_division_wise,"Table : handpumps_in_bihar_year_wise_district_wise_division_wise
Purpose : Stores details of handpumps across districts and divisions in Bihar for the year 2024-25, including information on geotagged, repaired, and different types of handpumps.
Column Summary:
focus_area : text : - Indicates the department or sector under which the data falls.
state_name : text : - Name of the state (Bihar).
year : text : - Year for which the handpump data is recorded (2024-25).
division_name : text : - Name of the division in Bihar.
district_name : text : - Name of the district in Bihar.
number_of_geotagged_handpumps : text : - Number of handpumps that have been geotagged.
number_of_handpumps_repaired : text : - Number of handpumps that have been repaired.
number_of_other_handpumps_repaired : text : - Number of other types of handpumps that have been repaired.
number_of_india_mark_handpumps : text : - Number of India Mark handpumps.
number_of_special_handpumps : text : - Number of special type handpumps.
number_of_ordinary_handpumps : text : - Number of ordinary type handpumps."
