table_name,column_name,position,column_type,nullable
Water_resource_in_bihar,existingDistributionChannelDepth,46,int,YES
Weather_shelters_under_day_nulm_scheme,ulb_name,1,text,YES
Weather_shelters_under_day_nulm_scheme,shelter_type,2,text,YES
Weather_shelters_under_day_nulm_scheme,shelter_address,3,text,YES
Weather_shelters_under_day_nulm_scheme,capacity,4,text,YES
Weather_shelters_under_day_nulm_scheme,type_of_scheme,5,text,YES
Weather_shelters_under_day_nulm_scheme,state_name,6,text,YES
Weather_shelters_under_day_nulm_scheme,district_name,7,text,YES
Weather_shelters_under_day_nulm_scheme,year,8,text,YES
Weather_shelters_under_day_nulm_scheme,focus_area,9,text,YES
Wheat_Procurement_districtwise_yearwise_in_Bihar,Sector_name,1,varchar(50),YES
Wheat_Procurement_districtwise_yearwise_in_Bihar,year,2,varchar(50),YES
Wheat_Procurement_districtwise_yearwise_in_Bihar,state_name,3,varchar(50),YES
Wheat_Procurement_districtwise_yearwise_in_Bihar,district_name,4,varchar(50),YES
Wheat_Procurement_districtwise_yearwise_in_Bihar,block_name,5,varchar(50),YES
Wheat_Procurement_districtwise_yearwise_in_Bihar,focus_area,6,varchar(50),YES
Wheat_Procurement_districtwise_yearwise_in_Bihar,total_farmers,7,int,YES
Wheat_Procurement_districtwise_yearwise_in_Bihar,number_of_male_farmers,8,int,YES
Wheat_Procurement_districtwise_yearwise_in_Bihar,number_of_female_farmers,9,int,YES
Wheat_Procurement_districtwise_yearwise_in_Bihar,number_of_general_category_farmers,10,int,YES
Wheat_Procurement_districtwise_yearwise_in_Bihar,number_of_disciplined_caste_category_farmers,11,int,YES
Wheat_Procurement_districtwise_yearwise_in_Bihar,number_of_backward_class_category_farmers,12,int,YES
Wheat_Procurement_districtwise_yearwise_in_Bihar,number_of_minority_category_farmers,13,int,YES
Wheat_Procurement_districtwise_yearwise_in_Bihar,number_of_extremely_backward_class_category_farmers,14,int,YES
Wheat_Procurement_districtwise_yearwise_in_Bihar,total_quantity_of_wheat_in_metric_tonnes,15,double,YES
Wheat_Procurement_districtwise_yearwise_in_Bihar,total_amount_paid_in_rupees,16,double,YES
Wheat_Procurement_districtwise_yearwise_in_Bihar,source,17,varchar(50),YES
abhiyan_basera_beneficiary_year_wise_district_wise_category_wise,focus_area,1,text,YES
abhiyan_basera_beneficiary_year_wise_district_wise_category_wise,state_name,2,text,YES
abhiyan_basera_beneficiary_year_wise_district_wise_category_wise,year,3,text,YES
abhiyan_basera_beneficiary_year_wise_district_wise_category_wise,district_name,4,text,YES
abhiyan_basera_beneficiary_year_wise_district_wise_category_wise,category_name,5,text,YES
abhiyan_basera_beneficiary_year_wise_district_wise_category_wise,number_of_beneficiaries,6,text,YES
age_wise_houses_sanctioned_under_pmay_scheme,sector_name,1,text,YES
age_wise_houses_sanctioned_under_pmay_scheme,district_name,2,text,YES
age_wise_houses_sanctioned_under_pmay_scheme,age_group,3,text,YES
age_wise_houses_sanctioned_under_pmay_scheme,state_name,4,text,YES
age_wise_houses_sanctioned_under_pmay_scheme,year,5,text,YES
age_wise_houses_sanctioned_under_pmay_scheme,focus_area,6,text,YES
age_wise_houses_sanctioned_under_pmay_scheme,scheme_name,7,text,YES
age_wise_houses_sanctioned_under_pmay_scheme,number_of_sanctioned_house,8,int,YES
aggregate_technical_commercial_loss_year_wise,focus_area,1,text,YES
aggregate_technical_commercial_loss_year_wise,state,2,text,YES
aggregate_technical_commercial_loss_year_wise,year,3,text,YES
aggregate_technical_commercial_loss_year_wise,aggregate_technical_commercial_loss_percentage,4,text,YES
agricultural_administration_buildings_district_wise,focus_area,1,text,YES
agricultural_administration_buildings_district_wise,year,2,text,YES
agricultural_administration_buildings_district_wise,state_name,3,text,YES
agricultural_administration_buildings_district_wise,district_name,4,text,YES
agricultural_administration_buildings_district_wise,total_panchayats,5,text,YES
agricultural_administration_buildings_district_wise,govt_buildings_in_number,6,text,YES
agricultural_administration_buildings_district_wise,rented_buildings_in_number,7,text,YES
agriculture_equipment_subsidy_bihar,focus_area,1,text,YES
agriculture_equipment_subsidy_bihar,state_name,2,text,YES
agriculture_equipment_subsidy_bihar,year,3,text,YES
agriculture_equipment_subsidy_bihar,equipment_name,4,text,YES
agriculture_equipment_subsidy_bihar,subsidy_rate_general_percentage,5,text,YES
agriculture_equipment_subsidy_bihar,subsidy_rate_general_max_amount_in_rupees,6,text,YES
agriculture_equipment_subsidy_bihar,subsidy_rate_sc_st_obc_percentage,7,text,YES
agriculture_equipment_subsidy_bihar,subsidy_rate_sc_st_obc_max_amount_in_rupees,8,text,YES
allotment_of_grains_district_wise_year_wise,month,1,text,YES
allotment_of_grains_district_wise_year_wise,focus_area,2,text,YES
allotment_of_grains_district_wise_year_wise,year,3,text,YES
allotment_of_grains_district_wise_year_wise,district_name,4,text,YES
allotment_of_grains_district_wise_year_wise,antyodaya_anna_yojana_wheat_in_kgs,5,text,YES
allotment_of_grains_district_wise_year_wise,antyodaya_anna_yojana_rice_in_kgs,6,text,YES
allotment_of_grains_district_wise_year_wise,antyodaya_anna_yojana_fortifiedrice_in_kgs,7,text,YES
allotment_of_grains_district_wise_year_wise,priority_household_wheat_in_kgs,8,text,YES
allotment_of_grains_district_wise_year_wise,priority_household_rice_in_kgs,9,text,YES
allotment_of_grains_district_wise_year_wise,priority_household_fortified_rice_in_kgs,10,text,YES
allotment_of_grains_district_wise_year_wise,total_wheat_in_kgs,11,text,YES
allotment_of_grains_district_wise_year_wise,total_rice_in_kgs,12,text,YES
allotment_of_grains_district_wise_year_wise,total_fortified_rice_in_kgs,13,text,YES
application_details_service_wise,service_name,1,text,YES
application_details_service_wise,total_received_applications,2,text,YES
application_details_service_wise,total_approved_applications,3,text,YES
application_details_service_wise,total_approved_withintimeline_applications,4,text,YES
application_details_service_wise,total_approved_aftertimeline_applications,5,text,YES
application_details_service_wise,total_rejected_applications,6,text,YES
application_details_service_wise,total_rejected_withintimeline_applications,7,text,YES
application_details_service_wise,total_rejected_aftertimeline_applications,8,text,YES
application_details_service_wise,total_pending_applications,9,text,YES
application_details_service_wise,total_expired_applications,10,text,YES
application_details_service_wise,state_name,11,text,YES
application_details_service_wise,focus_area,12,text,YES
area_of_crop_irrigation_yearwise_trend_Bihar,sector_name,1,varchar(255),YES
area_of_crop_irrigation_yearwise_trend_Bihar,sector_id,2,varchar(255),YES
area_of_crop_irrigation_yearwise_trend_Bihar,focus_area,3,varchar(255),YES
area_of_crop_irrigation_yearwise_trend_Bihar,crop_name,4,varchar(255),YES
area_of_crop_irrigation_yearwise_trend_Bihar,year,5,varchar(255),YES
area_of_crop_irrigation_yearwise_trend_Bihar,area_under_irrigation_in_hectares,6,varchar(255),YES
area_of_crop_irrigation_yearwise_trend_Bihar,crop_unit,7,varchar(255),YES
area_of_crop_irrigation_yearwise_trend_Bihar,source,8,varchar(255),YES
arrests_seized_liquor_seized_vehicles_district_wise_year_wise,state_name,1,text,YES
arrests_seized_liquor_seized_vehicles_district_wise_year_wise,focus_area,2,text,YES
arrests_seized_liquor_seized_vehicles_district_wise_year_wise,year,3,text,YES
arrests_seized_liquor_seized_vehicles_district_wise_year_wise,district_name,4,text,YES
arrests_seized_liquor_seized_vehicles_district_wise_year_wise,department_conducting_raids,5,text,YES
arrests_seized_liquor_seized_vehicles_district_wise_year_wise,total_raids_conducted,6,text,YES
arrests_seized_liquor_seized_vehicles_district_wise_year_wise,total_cases_registered,7,text,YES
arrests_seized_liquor_seized_vehicles_district_wise_year_wise,total_arrested_people,8,text,YES
arrests_seized_liquor_seized_vehicles_district_wise_year_wise,seized_illegal_country_made_liquor_in_litres,9,text,YES
arrests_seized_liquor_seized_vehicles_district_wise_year_wise,seized_illegal_foreign_made_liquor_in_litres,10,text,YES
arrests_seized_liquor_seized_vehicles_district_wise_year_wise,seized_total_liquor_in_litres,11,text,YES
arrests_seized_liquor_seized_vehicles_district_wise_year_wise,seized_total_vehicles,12,text,YES
arrests_seized_liquor_seized_vehicles_district_wise_year_wise,seized_two_wheeler_vehicles,13,text,YES
arrests_seized_liquor_seized_vehicles_district_wise_year_wise,seized_three_wheeler_vehicles,14,text,YES
arrests_seized_liquor_seized_vehicles_district_wise_year_wise,seized_four_wheeler_vehicles,15,text,YES
arrests_seized_liquor_seized_vehicles_district_wise_year_wise,seized_trucks,16,text,YES
art_culture_youth_department_bihar_organization_structure,focus_area,1,text,YES
art_culture_youth_department_bihar_organization_structure,state_name,2,text,YES
art_culture_youth_department_bihar_organization_structure,designation,3,text,YES
art_culture_youth_department_bihar_organization_structure,department_name,4,text,YES
art_culture_youth_department_bihar_organization_structure,person_name,5,text,YES
art_culture_youth_department_bihar_organization_structure,role_description,6,text,YES
art_culture_youth_department_bihar_organization_structure,year,7,text,YES
art_culture_youth_department_events_timeline_year_wise,focus_area,1,text,YES
art_culture_youth_department_events_timeline_year_wise,state_name,2,text,YES
art_culture_youth_department_events_timeline_year_wise,event_month,3,text,YES
art_culture_youth_department_events_timeline_year_wise,event_year,4,text,YES
art_culture_youth_department_events_timeline_year_wise,event_description,5,text,YES
bal_sahayata_report_district_wise,district_name,1,text,YES
bal_sahayata_report_district_wise,total_beneficiary,2,text,YES
bal_sahayata_report_district_wise,active_beneficiary,3,text,YES
bal_sahayata_report_district_wise,verified_beneficiary_by_adcp_opt,4,text,YES
bal_sahayata_report_district_wise,approved_beneficiary,5,text,YES
bal_sahayata_report_district_wise,locked_for_payment,6,text,YES
bal_sahayata_report_district_wise,payment_sent,7,text,YES
bal_sahayata_report_district_wise,payment_successfully,8,text,YES
bal_sahayata_report_district_wise,payment_reject,9,text,YES
bal_sahayata_report_district_wise,payment_waiting,10,text,YES
bal_sahayata_report_district_wise,stopped_ben_after_patment,11,text,YES
balak_balika_protsahan_yojan_number_of_beneficiaries,sector_name,1,text,YES
balak_balika_protsahan_yojan_number_of_beneficiaries,focus_area,2,text,YES
balak_balika_protsahan_yojan_number_of_beneficiaries,scheme_name,3,text,YES
balak_balika_protsahan_yojan_number_of_beneficiaries,district_name,4,text,YES
balak_balika_protsahan_yojan_number_of_beneficiaries,number_of_male_beneficiaries,5,text,YES
balak_balika_protsahan_yojan_number_of_beneficiaries,number_of_female_beneficiaries,6,text,YES
balak_balika_protsahan_yojan_number_of_beneficiaries,number_of_economically_backward_classes,7,text,YES
balak_balika_protsahan_yojan_number_of_beneficiaries,number_of_general,8,text,YES
balak_balika_protsahan_yojan_number_of_beneficiaries,number_of_scheduled_caste,9,text,YES
balak_balika_protsahan_yojan_number_of_beneficiaries,number_of_backward_class,10,text,YES
balak_balika_protsahan_yojan_number_of_beneficiaries,number_of_scheduled_tribe,11,text,YES
balak_balika_protsahan_yojan_number_of_beneficiaries,number_of_minorities,12,text,YES
beneficiary_of_Aapda_Sampoorti,state_name,1,text,YES
beneficiary_of_Aapda_Sampoorti,focus_area,2,text,YES
beneficiary_of_Aapda_Sampoorti,district_name,3,text,YES
beneficiary_of_Aapda_Sampoorti,block_name,4,text,YES
beneficiary_of_Aapda_Sampoorti,panchayat_name,5,text,YES
beneficiary_of_Aapda_Sampoorti,category_name,6,text,YES
beneficiary_of_Aapda_Sampoorti,area_type,7,text,YES
beneficiary_of_Aapda_Sampoorti,beneficiary_age,8,text,YES
bihar_archaeological_sites_district_location_year_wise,focus_area,1,text,YES
bihar_archaeological_sites_district_location_year_wise,state_name,2,text,YES
bihar_archaeological_sites_district_location_year_wise,site_name,3,text,YES
bihar_archaeological_sites_district_location_year_wise,location,4,text,YES
bihar_archaeological_sites_district_location_year_wise,site_description,5,text,YES
bihar_archaeological_sites_district_location_year_wise,district_name,6,text,YES
bihar_archaeological_sites_district_location_year_wise,year,7,text,YES
bihar_archaeology_and_museums_related_schemes_year_wise_budget,focus_area,1,text,YES
bihar_archaeology_and_museums_related_schemes_year_wise_budget,state_name,2,text,YES
bihar_archaeology_and_museums_related_schemes_year_wise_budget,scheme_name,3,text,YES
bihar_archaeology_and_museums_related_schemes_year_wise_budget,budget_type,4,text,YES
bihar_archaeology_and_museums_related_schemes_year_wise_budget,budget_value_in_lakh,5,text,YES
bihar_archaeology_and_museums_related_schemes_year_wise_budget,year,6,text,YES
bihar_climate_resilient_agriculture_data,focus_area,1,text,YES
bihar_climate_resilient_agriculture_data,state,2,text,YES
bihar_climate_resilient_agriculture_data,year,3,text,YES
bihar_climate_resilient_agriculture_data,crop_season,4,text,YES
bihar_climate_resilient_agriculture_data,targeted_districts,5,text,YES
bihar_climate_resilient_agriculture_data,target_in_tons,6,text,YES
bihar_climate_resilient_agriculture_data,achieved_in_tons,7,text,YES
bihar_climate_resilient_agriculture_data,achievement_percentage,8,text,YES
bihar_dams_operational_information,name_of_dam,1,text,YES
bihar_dams_operational_information,latitude,2,text,YES
bihar_dams_operational_information,longitude,3,text,YES
bihar_dams_operational_information,year,4,text,YES
bihar_dams_operational_information,river,5,text,YES
bihar_dams_operational_information,district,6,text,YES
bihar_dams_operational_information,height_above_lowest_foundation_level_in_meters,7,text,YES
bihar_dams_operational_information,dam_length_in_meters,8,text,YES
bihar_dams_operational_information,gross_storage_capacity_in_1000m3,9,text,YES
bihar_dams_operational_information,reservoir_area_in_1000m2,10,text,YES
bihar_dams_operational_information,effective_storage_capacity_in_1000m3,11,text,YES
bihar_dams_operational_information,designed_spillway_capacity_in_cubic_meters_per_second,12,text,YES
bihar_district_wise_Irrigation_area,district_name,1,varchar(50),YES
bihar_district_wise_Irrigation_area,year,2,varchar(50),YES
bihar_district_wise_Irrigation_area,focus_area,3,varchar(50),YES
bihar_district_wise_Irrigation_area,total_area_of_government_canal,4,int,YES
bihar_district_wise_Irrigation_area,total_area_of_total_canal,5,int,YES
bihar_district_wise_Irrigation_area,total_area_of_pond,6,int,YES
bihar_district_wise_Irrigation_area,total_area_of_tubewell,7,int,YES
bihar_district_wise_Irrigation_area,total_area_of_other_well,8,int,YES
bihar_district_wise_Irrigation_area,total_area_of_other_resources,9,int,YES
bihar_district_wise_Irrigation_area,total_irrigated_area,10,int,YES
bihar_district_wise_Irrigation_area,total_area_unit,11,varchar(50),YES
bihar_district_wise_Irrigation_area,net_area_of_government_canal,12,int,YES
bihar_district_wise_Irrigation_area,net_area_of_total_canal,13,int,YES
bihar_district_wise_Irrigation_area,net_area_of_pond,14,int,YES
bihar_district_wise_Irrigation_area,net_area_of_tubewell,15,int,YES
bihar_district_wise_Irrigation_area,net_area_of_other_well,16,int,YES
bihar_district_wise_Irrigation_area,net_area_of_other_resources,17,int,YES
bihar_district_wise_Irrigation_area,net_irrigated_area,18,int,YES
bihar_district_wise_Irrigation_area,net_area_unit,19,varchar(50),YES
bihar_district_wise_shooting_locations,focus_area,1,text,YES
bihar_district_wise_shooting_locations,year,2,text,YES
bihar_district_wise_shooting_locations,state_name,3,text,YES
bihar_district_wise_shooting_locations,district_name,4,text,YES
bihar_district_wise_shooting_locations,shooting_location,5,text,YES
bihar_divyangjan_pension_scheme_district_wise,state_name,1,text,YES
bihar_divyangjan_pension_scheme_district_wise,district_name,2,text,YES
bihar_divyangjan_pension_scheme_district_wise,total_applications_received,3,text,YES
bihar_divyangjan_pension_scheme_district_wise,applications_pending_at_deo,4,text,YES
bihar_divyangjan_pension_scheme_district_wise,applications_pending_on_panchayat_verification,5,text,YES
bihar_divyangjan_pension_scheme_district_wise,pending_applications_at_p_v_p,6,text,YES
bihar_divyangjan_pension_scheme_district_wise,pending_application_for_correction_of_errors,7,text,YES
bihar_divyangjan_pension_scheme_district_wise,application_pending_for_approval,8,text,YES
bihar_divyangjan_pension_scheme_district_wise,approved_applications,9,text,YES
bihar_divyangjan_pension_scheme_district_wise,rejected_applications,10,text,YES
bihar_divyangjan_pension_scheme_district_wise,year,11,text,YES
bihar_electricity_board_operational_performance_year_wise,focus_area,1,text,YES
bihar_electricity_board_operational_performance_year_wise,state_name,2,text,YES
bihar_electricity_board_operational_performance_year_wise,particulars,3,text,YES
bihar_electricity_board_operational_performance_year_wise,year,4,text,YES
bihar_electricity_board_operational_performance_year_wise,value,5,text,YES
bihar_electricity_board_operational_performance_year_wise,unit,6,text,YES
bihar_hall_art_gallery_reservation_details,focus_area,1,text,YES
bihar_hall_art_gallery_reservation_details,year,2,text,YES
bihar_hall_art_gallery_reservation_details,state_name,3,text,YES
bihar_hall_art_gallery_reservation_details,district_name,4,text,YES
bihar_hall_art_gallery_reservation_details,location,5,text,YES
bihar_hall_art_gallery_reservation_details,description,6,text,YES
bihar_hall_art_gallery_reservation_details,capacity,7,text,YES
bihar_hall_art_gallery_reservation_details,deposit_amount_in_rupees,8,text,YES
bihar_hall_art_gallery_reservation_details,reservation_fee_per_day_in_rupees,9,text,YES
bihar_irrigation_data,financial_year,1,text,YES
bihar_irrigation_data,potential_created_in_thousand_hectare,2,text,YES
bihar_irrigation_data,kharif_target_in_thousand_hectare,3,text,YES
bihar_irrigation_data,kharif_irrigation_in_thousand_hectare,4,text,YES
bihar_irrigation_data,kharif_sudkar_in_thousand_hectare,5,text,YES
bihar_irrigation_data,rabbi_target_in_thousand_hectare,6,text,YES
bihar_irrigation_data,rabbi_irrigation_in_thousand_hectare,7,text,YES
bihar_irrigation_data,rabbi_sudkar_in_thousand_hectare,8,text,YES
bihar_irrigation_data,hot_weather_target_in_thousand_hectare,9,text,YES
bihar_irrigation_data,hot_weather_irrigation_in_thousand_hectare,10,text,YES
bihar_irrigation_data,hot_weather_sudkar_in_thousand_hectare,11,text,YES
bihar_irrigation_data,total_irrigation_in_thousand_hectare,12,text,YES
bihar_irrigation_data,total_sudkar_in_thousand_hectare,13,text,YES
bihar_monuments_district_wise_year_wise_details,focus_area,1,text,YES
bihar_monuments_district_wise_year_wise_details,state_name,2,text,YES
bihar_monuments_district_wise_year_wise_details,year,3,text,YES
bihar_monuments_district_wise_year_wise_details,district_name,4,text,YES
bihar_monuments_district_wise_year_wise_details,monument_name,5,text,YES
bihar_monuments_district_wise_year_wise_details,monument_location,6,text,YES
bihar_museums_data_with_ownership_and_highlights,focus_area,1,text,YES
bihar_museums_data_with_ownership_and_highlights,state_name,2,text,YES
bihar_museums_data_with_ownership_and_highlights,museum_name,3,text,YES
bihar_museums_data_with_ownership_and_highlights,district_name,4,text,YES
bihar_museums_data_with_ownership_and_highlights,location,5,text,YES
bihar_museums_data_with_ownership_and_highlights,established_year,6,text,YES
bihar_museums_data_with_ownership_and_highlights,highlights,7,text,YES
bihar_museums_data_with_ownership_and_highlights,ownership,8,text,YES
bihar_shatabdi_kushth_kalyan_yojana_district_year_wise,district_name,1,text,YES
bihar_shatabdi_kushth_kalyan_yojana_district_year_wise,total_beneficiaries,2,text,YES
bihar_shatabdi_kushth_kalyan_yojana_district_year_wise,verified_by_block,3,text,YES
bihar_shatabdi_kushth_kalyan_yojana_district_year_wise,rejected_by_block,4,text,YES
bihar_shatabdi_kushth_kalyan_yojana_district_year_wise,verified_by_adss,5,text,YES
bihar_shatabdi_kushth_kalyan_yojana_district_year_wise,rejected_by_adss,6,text,YES
bihar_shatabdi_kushth_kalyan_yojana_district_year_wise,locked_for_payment_by_adss,7,text,YES
bihar_shatabdi_kushth_kalyan_yojana_district_year_wise,total_beneficiary_payment,8,text,YES
bihar_shatabdi_kushth_kalyan_yojana_district_year_wise,scheme_name,9,text,YES
bihar_shatabdi_kushth_kalyan_yojana_district_year_wise,year,10,text,YES
bihar_shatabdi_kushth_kalyan_yojana_district_year_wise,state_name,11,text,YES
bihar_state_disability_pension_district_wise_year_wise,state_name,1,text,YES
bihar_state_disability_pension_district_wise_year_wise,focus_area,2,text,YES
bihar_state_disability_pension_district_wise_year_wise,year,3,text,YES
bihar_state_disability_pension_district_wise_year_wise,district_name,4,text,YES
bihar_state_disability_pension_district_wise_year_wise,block_name,5,text,YES
bihar_state_disability_pension_district_wise_year_wise,panchayat_name,6,text,YES
bihar_state_disability_pension_district_wise_year_wise,village_name,7,text,YES
bihar_state_disability_pension_district_wise_year_wise,benefit_transfer_mode,8,text,YES
bihar_state_disability_pension_district_wise_year_wise,amount,9,text,YES
bihar_state_disability_pension_district_wise_year_wise,no_of_beneficiaries_transactions,10,text,YES
bihar_state_disability_pension_progress_report,year,1,text,YES
bihar_state_disability_pension_progress_report,state_name,2,text,YES
bihar_state_disability_pension_progress_report,focus_area,3,text,YES
bihar_state_disability_pension_progress_report,scheme_name,4,text,YES
bihar_state_disability_pension_progress_report,district_name,5,text,YES
bihar_state_disability_pension_progress_report,total_number_of_applications_received,6,text,YES
bihar_state_disability_pension_progress_report,pending_applications_with_deo,7,text,YES
bihar_state_disability_pension_progress_report,pending_applications_for_panchayat_verification,8,text,YES
bihar_state_disability_pension_progress_report,pending_applications_for_provisional_verification,9,text,YES
bihar_state_disability_pension_progress_report,new_pending_applications_within_district,10,text,YES
bihar_state_disability_pension_progress_report,pending_applications_for_error_correction,11,text,YES
bihar_state_disability_pension_progress_report,new_and_error_correction_pending_applications,12,text,YES
bihar_state_disability_pension_progress_report,pending_applications_for_approval,13,text,YES
bihar_state_disability_pension_progress_report,approved_applications,14,text,YES
bihar_state_disability_pension_progress_report,rejected_applications,15,text,YES
block_wise_panchayat_wise_damaged_crops,block_name,1,text,YES
block_wise_panchayat_wise_damaged_crops,panchayat_name,2,text,YES
block_wise_panchayat_wise_damaged_crops,revenue_thana_name,3,text,YES
block_wise_panchayat_wise_damaged_crops,damaged_crop,4,text,YES
block_wise_panchayat_wise_damaged_crops,state_name,5,text,YES
block_wise_panchayat_wise_damaged_crops,focus_area,6,text,YES
block_wise_panchayat_wise_damaged_crops,area_in_acre,7,text,YES
building_construction_measurement_book_records_year_wise,focus_area,1,text,YES
building_construction_measurement_book_records_year_wise,state_name,2,text,YES
building_construction_measurement_book_records_year_wise,project_work_id,3,text,YES
building_construction_measurement_book_records_year_wise,amount_recorded_in_measurement_book_in_rupees,4,text,YES
building_construction_measurement_book_records_year_wise,measurement_book_entry_year,5,text,YES
building_construction_measurement_book_records_year_wise,measurement_book_entry_month,6,text,YES
building_construction_measurement_book_records_year_wise,measurement_book_entry_day,7,text,YES
building_project_funding_records_departmentwise,focus_area,1,text,YES
building_project_funding_records_departmentwise,state_name,2,text,YES
building_project_funding_records_departmentwise,department_name,3,text,YES
building_project_funding_records_departmentwise,project_description,4,text,YES
building_project_funding_records_departmentwise,approved_budget_amount_in_rupees,5,bigint,YES
building_project_funding_records_departmentwise,allocated_funds_in_rupees,6,bigint,YES
building_project_funding_records_departmentwise,requested_funds_in_rupees,7,bigint,YES
building_project_funding_records_departmentwise,is_payment_pending,8,text,YES
building_project_funding_records_departmentwise,is_record_reviewed,9,text,YES
building_project_funding_records_departmentwise,year,10,text,YES
building_project_funding_records_departmentwise,record_month_name,11,text,YES
building_project_funding_records_departmentwise,record_day,12,text,YES
business_overview_of_vegfed_district_wise_year_wise,focus_area,1,text,YES
business_overview_of_vegfed_district_wise_year_wise,state_name,2,text,YES
business_overview_of_vegfed_district_wise_year_wise,district_name,3,text,YES
business_overview_of_vegfed_district_wise_year_wise,year,4,text,YES
business_overview_of_vegfed_district_wise_year_wise,vegetables_sold_in_metric_tons,5,text,YES
business_overview_of_vegfed_district_wise_year_wise,revenue_generated_in_rupee,6,text,YES
call_center_based_raids_arrests_district_wise_year_wise,state_name,1,text,YES
call_center_based_raids_arrests_district_wise_year_wise,focus_area,2,text,YES
call_center_based_raids_arrests_district_wise_year_wise,district_name,3,text,YES
call_center_based_raids_arrests_district_wise_year_wise,type_of_raid,4,text,YES
call_center_based_raids_arrests_district_wise_year_wise,year,5,text,YES
call_center_based_raids_arrests_district_wise_year_wise,total_complaints,6,text,YES
call_center_based_raids_arrests_district_wise_year_wise,number_of_raids,7,text,YES
call_center_based_raids_arrests_district_wise_year_wise,number_of_arrests,8,text,YES
cattle_breed_population_district_wise_in_bihar,sector_name,1,varchar(255),YES
cattle_breed_population_district_wise_in_bihar,sector_id,2,varchar(255),YES
cattle_breed_population_district_wise_in_bihar,focus_area,3,varchar(255),YES
cattle_breed_population_district_wise_in_bihar,cattle_name,4,varchar(255),YES
cattle_breed_population_district_wise_in_bihar,state_name,5,varchar(255),YES
cattle_breed_population_district_wise_in_bihar,district_name,6,varchar(255),YES
cattle_breed_population_district_wise_in_bihar,cattle_item,7,varchar(255),YES
cattle_breed_population_district_wise_in_bihar,cattle_value,8,varchar(255),YES
cattle_breed_population_district_wise_in_bihar,cattle_unit,9,varchar(255),YES
cattle_breed_population_district_wise_in_bihar,source,10,varchar(255),YES
cattle_breed_population_district_wise_in_bihar,year,11,int,YES
cattle_milk_production_district_wise_bihar,sector_name,1,varchar(255),YES
cattle_milk_production_district_wise_bihar,sector_id,2,varchar(255),YES
cattle_milk_production_district_wise_bihar,focus_area,3,varchar(255),YES
cattle_milk_production_district_wise_bihar,cattle_name,4,varchar(255),YES
cattle_milk_production_district_wise_bihar,year,5,varchar(255),YES
cattle_milk_production_district_wise_bihar,cattle_item,6,varchar(255),YES
cattle_milk_production_district_wise_bihar,state_name,7,varchar(255),YES
cattle_milk_production_district_wise_bihar,district_name,8,varchar(255),YES
cattle_milk_production_district_wise_bihar,milk_production,9,varchar(255),YES
cattle_milk_production_district_wise_bihar,unit,10,varchar(255),YES
cattle_milk_production_district_wise_bihar,source,11,varchar(255),YES
census_2011_industrial_category_main_workers_age_wise_details,state_name,1,text,YES
census_2011_industrial_category_main_workers_age_wise_details,district_name,2,text,YES
census_2011_industrial_category_main_workers_age_wise_details,year,3,text,YES
census_2011_industrial_category_main_workers_age_wise_details,focus_area,4,text,YES
census_2011_industrial_category_main_workers_age_wise_details,area_type,5,text,YES
census_2011_industrial_category_main_workers_age_wise_details,age_group,6,text,YES
census_2011_industrial_category_main_workers_age_wise_details,cultivators_males,7,text,YES
census_2011_industrial_category_main_workers_age_wise_details,cultivators_females,8,text,YES
census_2011_industrial_category_main_workers_age_wise_details,agricultural_labourers_males,9,text,YES
census_2011_industrial_category_main_workers_age_wise_details,agricultural_labourers_females,10,text,YES
census_2011_industrial_category_main_workers_age_wise_details,forestry_and_fishing_males,11,text,YES
census_2011_industrial_category_main_workers_age_wise_details,forestry_and_fishing_females,12,text,YES
census_2011_industrial_category_main_workers_age_wise_details,mining_and_quarrying_males,13,text,YES
census_2011_industrial_category_main_workers_age_wise_details,mining_and_quarrying_females,14,text,YES
census_2011_industrial_category_main_workers_age_wise_details,hhi_manufacturing_males,15,text,YES
census_2011_industrial_category_main_workers_age_wise_details,hhi_manufacturing_females,16,text,YES
census_2011_industrial_category_main_workers_age_wise_details,non_hhi_manufacturing_males,17,text,YES
census_2011_industrial_category_main_workers_age_wise_details,non_hhi_manufacturing_females,18,text,YES
census_2011_industrial_category_main_workers_age_wise_details,electricity_and_watersupply_males,19,text,YES
census_2011_industrial_category_main_workers_age_wise_details,electricity_and_watersupply_females,20,text,YES
census_2011_industrial_category_main_workers_age_wise_details,construction_males,21,text,YES
census_2011_industrial_category_main_workers_age_wise_details,construction_females,22,text,YES
census_2011_industrial_category_main_workers_age_wise_details,hhi_wholesale_and_retail_trade_males,23,text,YES
census_2011_industrial_category_main_workers_age_wise_details,hhi_wholesale_and_retail_trade_females,24,text,YES
census_2011_industrial_category_main_workers_age_wise_details,non_hhi_wholesale_and_retail_trade_males,25,text,YES
census_2011_industrial_category_main_workers_age_wise_details,non_hhi_wholesale_and_retail_trade_females,26,text,YES
census_2011_industrial_category_main_workers_age_wise_details,transportation_and_storage_males,27,text,YES
census_2011_industrial_category_main_workers_age_wise_details,transportation_and_storage_females,28,text,YES
census_2011_industrial_category_main_workers_age_wise_details,accomodation_and_food_service_males,29,text,YES
census_2011_industrial_category_main_workers_age_wise_details,accomodation_and_food_service_females,30,text,YES
census_2011_industrial_category_main_workers_age_wise_details,hhi_information_and_communication_males,31,text,YES
